RecipeId,Name,CookMins,PrepMins,TotalMins,IngredientList,Quantities,Keywords,Images,RecipeCategory,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
431077,Citrus Lobster Tails,10,20,30,"[""butter"", ""lemon juice"", ""lime juice"", ""lobster tails"", ""salt"", ""ground black pepper""]","[""1/2"", ""1/4"", ""1/4"", ""2"", ""4"", ""1/2"", ""1/4""]","[""< 30 Mins""]",[],Lobster,216.5,23.1,14.6,61.0,454.6,3.7,0.2,1.8,0.5,"[""In a small saucepan, combine butter, orange juice, lemon juice, and lime juice.  Reserve half of the butter mixture."", ""Spray grill rack with nonstick nonflammable cooking spray. Preheat grill to med-high (350-400 degrees),."", ""Cut lobster tails in half lengthwise -- cutting through the top hard shell and part way through the lobster meat.  Do not cut the bottom shell.  Gently loosen meat from the shell.  Sprinkle meat with salt and pepper.  Brush half of butter mixture over lobster meat."", ""Grill lobster, meat side down, covered with grill lid for 5 minutes.  Turn and cook, covered with grill lid for 3 to 4 minutes or until lobster is opaque and firm."", ""Serve with reserved butter sauce,."", ""Personally -- I would double the butter sauce mixture because I like my lobster DRIPPING in butter.""]"
251631,Cocktail Sauce,,5,5,"[""ketchup"", ""brown sugar"", ""horseradish""]","[""2"", ""1"", ""1"", ""1/2""]","[""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy""]",[],Sauces,242.1,0.9,0.1,0.0,2678.4,62.6,0.8,57.0,4.2,"[""Mix all together and chill.""]"
402234,Jenny Jenny's Smokin Sangria,,15,15,"[""water"", ""sugar"", ""oranges"", ""limes"", ""lemons"", ""cinnamon sticks"", ""triple sec"", ""red wine"", ""orange"", ""lemon"", ""lime""]","[""1"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1""]","[""< 15 Mins"", ""Easy""]",[],Beverages,423.9,0.5,0.1,0.0,11.8,80.2,7.6,61.1,2.4,"[""Mix water and sugar. Make a simple syrup. When sugar is melted add fruits (sueeze them alittle to extract juices) and let it cook down some.  When syrup is cooled strain out any fruit pieces .Mix simple syrup, triple sec and  wine to taste. Add more or less syrup depending on how sweet you like your sangria. The recipe calls for equal parts but you may not like it that sweet. Add sliced fruits. Serve over ice and enjoy!""]"
233439,Onion Salad,,5,5,"[""onions"", ""salt"", ""red chili powder"", ""coriander leaves""]","[""2"", ""1/2"", ""1/4"", ""1""]","[""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"", ""Inexpensive""]",[],Asian,26.6,0.1,0.0,0.0,294.1,6.7,0.9,2.6,0.6,"[""Dip sliced onions in chilled water to make them  crispy."", ""When ready to serve drain the onions and mix with other ingredients."", ""Garnish with coriander leaves.""]"
297004,Garbanzo Stew With Peanut Rice (Cooking Light),20,15,35,"[""olive oil"", ""onion"", ""tomatoes"", ""sugar"", ""curry powder"", ""salt"", ""ground turmeric"", ""garbanzo beans"", ""garam masala"", ""fresh cilantro"", ""water"", ""basmati rice"", ""salt"", ""ground turmeric"", ""tiny peas""]","[""1"", ""1"", ""4"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/8"", ""2"", ""1/2"", ""1/4"", ""2 1/4"", ""1"", ""1/2"", ""1/4"", ""1/2"", ""1/2""]","[""Beans"", ""Asian"", ""Indian"", ""Low Cholesterol"", ""Healthy"", ""Spicy"", ""< 60 Mins""]",[],Stew,699.2,21.9,3.1,0.0,1486.8,106.8,17.5,10.1,24.3,"[""GARBANZO STEW: Heat olive oil in a large saucepan over medium heat. Add onion, and saute 5 minutes or until tender."", ""Stir in tomato and next 5 ingredients (tomato through pepper). Cook 8 minutes or until thick, stirring occasionally."", ""Stir in garbanzo beans and garam masala for 5 minutes or until thoroughly heated."", ""Sprinkle each service with 1 tablespoon cilantro. Serve over peanut rice."", ""PEANUT RICE: Bring the water to a boil in a medium saucepan."", ""Add rice, salt, and turmeric; cover, reduce heat, and simmer 20 minutes or until liquid is absorbed."", ""Remove from heat; stir in peanuts and peas.""]"
99219,Hearty Kielbasa Stew,30,20,50,"[""butter"", ""kielbasa"", ""carrots"", ""celery"", ""onion"", ""cabbage"", ""white wine"", ""tomato sauce"", ""diced tomatoes"", ""fresh parsley"", ""bay leaf"", ""dried thyme"", ""salt"", ""pepper""]","[""1"", ""1"", ""2"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1/2"", ""1/2"", ""1/4""]","[""One Dish Meal"", ""Vegetable"", ""Meat"", ""Polish"", ""European"", ""Potluck"", ""< 60 Mins"", ""Stove Top""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/21/9/picPmcMNL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/21/9/picL6LNQ6.jpg""]",Stew,580.2,35.0,12.5,82.3,2283.9,40.0,8.7,23.3,19.8,"[""Heat butter in a Dutch oven, add kielbasa and brown lightly over medium high heat."", ""Remove with a slotted spoon and set aside."", ""Add carrots, celery and onion and cook over medium heat until softened."", ""Add remaining ingredients and kielbasa, bring to a boil, reduce heat, cover and simmer 20 minutes or until vegetables are tender.""]"
469664,Pasta With Wild Mushroom Sauce,35,20,55,"[""olive oil"", ""red onion"", ""garlic cloves"", ""marjoram"", ""mushroom"", ""heavy cream"", ""salt"", ""fresh ground black pepper"", ""bucatini pasta"", ""parmesan cheese""]","[""2"", ""1/2"", ""2"", ""1"", ""1/2"", ""1"", ""1"", ""1""]","[""Kid Friendly"", ""< 60 Mins"", ""Easy""]",[],Spaghetti,708.1,30.7,15.0,81.5,33.2,90.4,4.5,4.8,18.1,"[""In a large stock pot, bring salted water to a boil."", ""In a large saute pan, over high heat, heat the olive oil. Add the onion and garlic and saute for 1 minute, just until beginning to turn translucent. Add the marjoram and saute 1 more minute. Add the mushrooms and saute until they begin to brown and release their liquid, about 5 minutes. Add the mushroom stock and reduce 5 minutes. Add the cream and reduce about 5 minutes, or until the sauce begins to thicken. Season, to taste, with salt and pepper."", ""Cook pasta until al dente. Drain and quickly toss with mushroom sauce. Sprinkle with Parmesan cheese. Divide onto serving plates and serve immediately garnished with marjoram sprigs."", ""Mushroom Stock:"", ""2 cups chicken stock."", ""1/2 cup mushroom trimmings, stems, or pieces."", ""Combine the chicken stock and mushrooms in a saucepan. Bring to a simmer and cook until reduced by half. Strain.""]"
361775,Crock Pot Chicken and Rice,360,10,370,"[""chicken breasts"", ""white rice"", ""water""]","[""4"", ""1"", ""2"", ""1 1/2"", ""1/2"", ""1""]",[],[],Easy,564.8,29.9,8.5,121.2,799.2,29.2,0.8,0.8,41.7,"[""Put in rice add 2/3 of soup mixture over rice and stir."", ""place chicken on top of rice and stir.  pour remaining soup mixture over chicken"", ""cook on low 6 to 6.5 hours.  stir rice mix after 2 hours.""]"
167956,Pork Salad Croissants,5,5,10,"[""tart apple"", ""red seedless grapes"", ""mayonnaise"", ""walnuts"", ""ground ginger"", ""chutney"", ""salt"", ""lettuce leaf""]","[""2"", ""1"", ""1/2"", ""1/2"", ""2"", ""1/4"", ""2"", ""1/2"", ""4""]","[""Camping"", ""< 15 Mins"", ""Easy""]",[],Lunch/Snacks,401.7,24.2,8.3,45.8,924.5,42.1,2.8,15.1,5.7,"[""In a bowl, combine the first 8 ingredients; mix well."", ""Serve on lettuce-lined croissants.""]"
106951,Nesselrode Pudding ( Chestnut Pudding),1440,20,1460,"[""chestnut puree"", ""marsala wine"", ""currants"", ""sultana"", ""milk"", ""eggs"", ""sugar""]","[""1/2"", ""1/4"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""1"", ""2"", ""2"", ""5"", ""3/4""]","[""Dessert"", ""Fruit"", ""European""]",[],Frozen Desserts,481.6,27.4,16.1,222.2,101.9,40.4,1.0,31.8,7.9,"[""Dice glac\u00e9ed and candied fruits into bits and mix into the Marsala."", ""Wash the currants and sultanas and soak them in warm water; when it's time to use them drain them well and dry them thoroughly in a clean dish towel or paper towels."", ""In a heavy bottomed saucepan, heat the milk slowly until it nears boiling (watch carefully or it will scorch)."", ""Separate the eggs and discard whites or save them for another recipe."", ""Place the yolks in a bowl and add the sugar, beating vigorously until the mixture is light and frothy."", ""Whisk hot milk into the egg/sugar mixture in the bowl, then return the contents of the bowl to the saucepan."", ""Reduce heat and stir constantly until the custard thickens."", ""Strain the custard through a sieve."", ""Whisk the chestnut puree, Maraschino liqueur and the custard together well; add the candied fruits, currants and sultanas."", ""Whip the cream until it is very stiff, and fold it carefully into the mixture."", ""Pour it into a charlotte mold lined with cling wrap."", ""Cover tightly with foil and freeze for 24 hours.""]"
25293,Chicken Pie for the Masses (25- 7# pies),45,420,465,"[""chicken"", ""chicken breasts"", ""potatoes"", ""onions"", ""carrots"", ""salt"", ""pepper"", ""onion powder"", ""flour"", ""flour"", ""salt"", ""eggs""]","[""15"", ""40"", ""50"", ""25"", ""12"", ""30"", ""1/2"", ""2 1/2"", ""2 1/2"", ""10"", ""6"", ""6""]","[""Potato"", ""Poultry"", ""Vegetable"", ""Meat"", ""Weeknight"", ""For Large Groups"", ""Oven"", ""Stove Top""]",[],Chicken,387.5,17.4,5.9,62.0,421.8,36.5,5.3,5.6,21.0,"[""In a large pot or pressure cooker (Follow your manufactures instructions) cook whole chicken pieces until the meat falls off the bone (Cook these chicken pieces with half the onions, seasoned w/ S& P, include cage but w/out giblets, etc. )."", ""Save liquid for gravy."", ""Cool meat thoroughly and pick chicken from bones."", ""Boil chicken breasts and almost all the remaining onion (reserve 1 1/2 cup onion for gravy) in boiling water."", ""Season w/ S& P."", ""Save liquid."", ""Cool thoroughly and pick meat from bones."", ""Cook carrots and potatoes in chicken breast liquid until tender."", ""Season w/ S& P."", ""Remove veggies from liquid& cool them completely."", ""Reduce chicken/vegetable liquid by half."", ""Skim all fat from whole chicken broth."", ""Add to vegetable liquid."", ""Add remaining onions and bring to a slow boil."", ""Season w/ S& P plus add onion powder."", ""Prepared a gallon of flour/water gravy slurry."", ""Slowly whisk in and cook until gravy is thick."", ""Cool completely."", ""When all ingredients are cooled completely, set out 25 foil pans (9x13x2)."", ""Distribute chicken, potatoes and carrots among all the pans."", ""Add frozen peas on top."", ""Stir a bit."", ""Cover each w/ gravy and cover w/ tin foil."", ""Chill thoroughly (At this point you can freeze these pies and cover w/ crust later. I do this when using this recipe for fund raising)."", ""Crust: In six bowls make the following: 5 cups flour, 2 teaspoons salt, 1 lb lard, 1 egg, and water."", ""Mix first three ingredients until the texture resembles corn meal."", ""Beat one egg in a 1 cup measuring cup."", ""Fill cup with water to make 1 full cup."", ""Mix well, chill for 15 minutes."", ""Roll out."", ""Each batch will make approximately 4 crusts for the 9 x13 pies."", ""Cover chilled chicken pies with crust, crimp and cut vents with knife."", ""Bake fresh pies at 350 F for 45 mininues plus or until crust is golden and chicken bubbling (This crust can be placed on frozen chicken mixture and be refrozen)."", ""Bake frozen pies for 70 minutes plus until crust is golden and chicken bubbling."", ""PLEASE make sure you have ample refrigeration room."", ""Take care to chill these ingredients well in small batches in shallow pans."", ""If you try to mix hot ingredients and put in the fridge, they will start to sour."", ""I use clean frozen gallon jugs to make sure internal temp of the containers is cooled at the same rate at external temp.""]"
155068,Mexican Beef Soup in Tortilla Bowls,15,10,25,"[""lean ground beef"", ""onion"", ""ground cumin"", ""pepper"", ""whole kernel corn"", ""diced tomatoes with green chilies"", ""water"", ""flour tortillas"", ""fresh cilantro""]","[""1 1/2"", ""1"", ""1"", ""1/4"", ""2"", ""1"", ""1"", ""1"", ""6"", ""2""]","[""Mexican"", ""< 30 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive""]",[],Meat,449.3,15.9,5.6,73.7,1318.7,43.8,3.4,3.9,33.5,"[""Heat Dutch oven or large saucepan over medium heat until hot. Add ground beef and onion; brown 4 to 5 minutes, breaking beef up into 3/4-inch crumbles. Pour off drippings. Season beef with cumin and pepper."", ""Stir consomm\u00e9, corn, tomatoes and water into beef. Bring to a boil; reduce heat to low. Simmer, uncovered, 10 minutes."", ""Meanwhile gently press tortillas into 6 individual microwave-safe (2-cup) soup bowls. Microwave, 3 bowls at a time, on HIGH 5 to 6 minutes or until tortillas are slightly crisp, Meanwhile gently press tortillas into 6 individual microwave-safe (2-cup) soup bowls. Microwave, 3 bowls at a time, on HIGH 5 to 6 minutes or until tortillas are slightly crisp, rotating and rearranging cups halfway."", ""Stir cilantro into soup; spoon soup into tortilla bowls. Garnish as desired; serve immediately.""]"
265193,Cheesy Chicken and Mostaccioli,30,25,55,"[""mostaccioli pasta"", ""onion"", ""margarine"", ""butter"", ""all-purpose flour"", ""instant chicken bouillon granules"", ""milk"", ""monterey jack pepper cheese"", ""cilantro"", ""parsley"", ""canned tuna"", ""tomatoes""]","[""6"", ""2"", ""1/2"", ""2"", ""2"", ""2"", ""2"", ""1 1/2"", ""2"", ""1 1/2"", ""1""]","[""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins""]",[],One Dish Meal,425.2,18.6,8.8,63.0,684.9,39.8,4.5,2.0,25.4,"[""In large saucepan bring about 3 quarts water to boil. Add pasta. Return to boiling, cook for 9 minutes. Add frozen mixed vegetables. REturn to boiling, cook for 5-7 minutes more til pasta is tender but slightly firm and vegetables are crisp tender. Drain, rinse with cold water and drain again."", ""For sauce, in a large saucepan cook onion in margarine or butter till tender. Stir in flour and bouillon granules. Add milk all at once. Cook and stir till thickened and bubbly. Add cheese, stirring till melted. Stir in cilantro or parsley. Remove from heat."", ""Add pasta and chicken or tuna to the sauce, toss to coat. Spoon mixture into a 2 qt baking dish. Cover with foil."", ""Bake in a 375 oven for 20 minutes. Remove foil. Arrange tomato slice halves on top of pasta mixture. Bake uncovered for 5-10 minutes more until heated through. Let stand 10 minutes before serving.""]"
356782,Starlet Cocktail,,1,1,"[""orange-infused vodka"", ""absinthe""]","[""1"", ""1"", ""1"", ""1""]","[""< 15 Mins"", ""Easy""]",[],Beverages,90.4,0.0,0.0,0.0,1.8,0.8,0.0,0.3,0.0,"[""Combine vodka, Absinthe, and black raspberry liqueur in a cocktail shaker."", ""Shake thoroughly over ice."", ""Strain into a chilled cocktial glass."", ""Top with champagne."", ""Garnish with a raspberry.""]"
85224,Elina's Raspberry Chocolate Cake,45,15,60,"[""sugar"", ""eggs"", ""butter"", ""margarine"", ""milk"", ""all-purpose flour"", ""baking powder"", ""cocoa powder"", ""boiling water""]","[""300"", ""3"", ""150"", ""75"", ""100"", ""300"", ""2"", ""2"", ""75""]","[""Raspberries"", ""Berries"", ""Fruit"", ""Finnish"", ""Scandinavian"", ""European"", ""< 60 Mins"", ""Oven""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/22/4/picEF6aEb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/22/4/picDTqYIc.jpg""]",Dessert,2313.7,141.6,84.0,965.3,1880.8,226.3,9.2,70.7,41.0,"[""Preheat oven to 175\u00e9C."", ""Grease a 22 cm, round cake pan."", ""Flour with cocoa powder, shaking off excess."", ""Whip eggs with sugar lightly."", ""Add melted and cooled butter, milk and raspberry jam, mix well."", ""In a separate bowl, combine flour, baking powder and cocoa powder."", ""Add flour mixture and boiling water alternately, mixing just until incorporated."", ""Turn batter into the prepared pan and bake in the preheated oven for 40-45 minutes."", ""Serve as-is, or spread some raspberry jam on top, frost with your favourite dark chocolate frosting and decorate with whipped cream.""]"
371521,Mango Mascarpone Ice Cream,5,25,30,"[""sugar"", ""mangoes"", ""mascarpone cheese"", ""nonfat sour cream"", ""fresh lemon juice"", ""salt""]","[""1"", ""1/3"", ""5"", ""2/3"", ""1/3"", ""1"", ""1""]","[""Dessert"", ""Mango"", ""Tropical Fruits"", ""Fruit"", ""< 30 Mins"", ""Easy""]",[],Frozen Desserts,87.5,0.3,0.1,0.8,23.3,22.1,1.5,19.5,0.8,"[""Combine nectar and sugar in a small saucepan. Cook over medium heat 5 minutes or until sugar dissolves, stirring constantly. Cool."", ""Place mango cubes in a blender, and process until smooth. Press pureed mango through a fine sieve over a bowl; discard solids. Combine mango puree, cheese, and sour cream in a blender; process until smooth. Pour into a bowl; stir in nectar mixture, juice, and salt. Cover; chill completely."", ""Pour mixture into the freezer can of an ice-cream freezer; freeze according to manufacturer's instructions. Spoon ice cream into a chilled, freezer-safe container; cover and freeze 2 hours or until almost firm.""]"
164932,Canned Pizza Sauce for a Year,120,60,180,"[""tomato paste"", ""tomato juice"", ""chili powder"", ""salt"", ""dried cilantro"", ""paprika"", ""garlic powder"", ""dry mustard"", ""dry parmesan cheese"", ""celery ribs"", ""white pepper"", ""white sugar""]","[""1"", ""7"", ""3"", ""3"", ""6"", ""9"", ""6"", ""6"", ""3"", ""3"", ""2 1/2"", ""10"", ""9"", ""2"", ""3""]","[""Onions"", ""Vegetable"", ""European"", ""Kid Friendly"", ""Summer"", ""Spicy"", ""Savory"", ""For Large Groups"", ""Canning"", ""< 4 Hours""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/49/32/nDLyb0lUQqTbTo0aUvFg_image.jpg""]",Sauces,62.9,0.8,0.4,1.6,673.8,13.1,2.0,9.8,2.5,"[""In large stockpot add the first 10 ingredients. Stir and cook on low heat."", ""Chop onions and celery, add to 3 cups of water in a separate pot. Cook until tender."", ""Put the onions and celery in the blender. Pulse until pureed. Add to sauce ingredients.Add parmesan cheese,white pepper and sugar. Stir. Heat to a boil and stir so that it will not scorch."", ""Pour into hot sterile pint jars, leaving 1/2 inch head room in each jar. Wipe the edge and top of each jar with a hot sterile cloth, seal and band."", ""Hot water bath for 10 minutes."", ""Take out with tongs on towel covered counter. You will hear a pop when each jar is sealed. The seal will be indented inches."", ""When you open jar to use, add 2 tblsp. olive oil. Stir in to heat or to spread on"", ""dough, chicken or pasta.""]"
483505,Lemon Asparagus Pasta,15,10,25,"[""asparagus"", ""rotini pasta"", ""butter"", ""lemon zest"", ""fresh lemon juice"", ""salt"", ""basil"", ""parmesan cheese""]","[""1"", ""1"", ""3"", ""2"", ""1/4"", ""3/4"", ""1/3"", ""1/2""]","[""Healthy"", ""< 30 Mins"", ""Easy"", ""Inexpensive""]",[],Lunch/Snacks,583.7,14.2,8.0,33.9,726.4,91.9,6.3,5.2,22.7,"[""Cut the asparagus into 1/2 inch slices on the diagonal, or just into 3 pieces."", ""In a steamer set over boiling water steam asparagus, covered, until crisp-tender, about 3 minutes.Drain and rinse under cold water to stop cooking. set aside."", ""In a 6-quart kettle bring 5 quarts salted water to a boil for pasta."", ""In a deep 12-inch skillet heat butter and cream over moderately low heat until butter is melted and stir in zest, lemon juice, and salt. Remove skillet from heat and keep sauce warm, covered."", ""Add pasta to boiling water and boil, stirring occasionally, until al dente. Ladle 1/4 cup pasta water into sauce and drain pasta in colander."", ""Immediately add pasta and asparagus to sauce and cook over moderate heat, tossing, 1 minute, or until heated through. Add basil and salt and pepper to taste and toss well."", ""Sprinkle pasta with a little Parmesan and serve more Parmesan on the side.""]"
121680,Peanut Butter Crunch Cookies,20,15,35,"[""unsalted butter"", ""granulated sugar"", ""light brown sugar"", ""egg"", ""pure vanilla extract"", ""all-purpose flour"", ""baking soda"", ""salt"", ""peanuts""]","[""1/2"", ""1/4"", ""1/2"", ""1"", ""3/4"", ""1"", ""1"", ""1/2"", ""1/2"", ""2"", ""1/2"", ""1/2""]","[""Cookie & Brownie"", ""Kid Friendly"", ""< 60 Mins""]",[],Dessert,929.5,58.1,21.3,113.9,812.2,87.8,5.4,45.5,22.8,"[""Heat oven to 375 degrees (F)."", ""Using an electric mixer set on high speed, cream the butter and sugars in a large bowl."", ""Lower to medium speed and add the egg, peanut butter, and vanilla."", ""Sift together the flour, baking soda, and salt."", ""Add to the butter mixture on low speed."", ""Beat until incorporated."", ""Fold in the rice cereal and peanuts."", ""Form the dough into approximately 1 1/2-inch balls."", ""Place on parchment-or foil-lined baking sheets, 2 inches apart."", ""Gently press the cookies with the back of a fork to create classic hatch marks."", ""Use your thumb to create a shallow well in the center of each cookie and fill with a spoonful of jam, if desired."", ""Bake until golden brown, about 12 minutes."", ""Let cool on sheets for 5 minutes, then transfer to wire racks.""]"
301966,Molten Lava Cakes - Gluten Free,12,3,15,"[""butter"", ""sugar"", ""dark chocolate"", ""egg"", ""salt"", ""flour"", ""butter"", ""sugar""]","[""2"", ""1/3"", ""2"", ""1"", ""1"", ""1"", ""3""]","[""Free Of..."", ""< 15 Mins"", ""Beginner Cook"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/19/66/tPjMQB6S7aoV35p3myd3_IMG_2089.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/19/66/picgLtSGR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/19/66/picGnUosW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/19/66/pic71oXEt.jpg""]",Dessert,475.8,30.9,18.0,206.5,225.4,51.2,5.0,33.7,9.3,"[""Preheat over to 400."", ""Cover ramekins with butter and dust with sugar. (If you don't have ramekins, I've also made these in a silicone muffin tray."", ""Melt the chocolate and butter."", ""Whisk together the eggs, sugar and salt."", ""Mix these all the above mentioned together."", ""Add the flour, whisk till combined (do not over-whisk)."", ""Bake at 10-12 minutes until a tooth pick inserted 1/2 inch from the side of the ramekin comes out clean."", ""Take out of oven and let sit for 10 more minutes."", ""Enjoy!"", ""You can dust them with icing sugar and serve with icecream and your favorite berries."", ""I've also had fun and added Baileys or other flavored liquors. This recipe holds up great so experiment with it!"", ""These microwave well the next day!""]"
42887,Penny Casserole,25,30,55,"[""onion"", ""prepared mustard""]","[""1 1/4"", ""10"", ""1/4"", ""1"", ""1"", ""1""]","[""Pork"", ""Vegetable"", ""Meat"", ""Kid Friendly"", ""< 60 Mins"", ""Oven"", ""Inexpensive""]",[],One Dish Meal,381.7,25.5,9.5,39.8,1243.6,25.7,2.8,5.9,12.4,"[""In a Dutch oven, cook potatoes in salted boiling water until tender; drain."", ""In a bowl, mix together potatoes, hot dogs, onion and peas."", ""In another bowl, mix together soup, mustard, salt and pepper; stir into potato mixture."", ""Pour into a 2 1/2 quart greased casserole."", ""Bake, uncovered at 350 degrees for 25 minutes or until heated through.""]"
351095,Olive Garden Pasta Siena,65,20,85,"[""extra virgin olive oil"", ""garlic"", ""kalamata olive"", ""small caper"", ""red wine"", ""tomatoes"", ""tomato puree"", ""salt"", ""crushed red pepper flakes"", ""red bell peppers"", ""sugar"", ""fresh basil leaves"", ""pasta"", ""basil leaves""]","[""2"", ""1"", ""1/2"", ""1/2"", ""1/4"", ""1"", ""1"", ""2"", ""1/2"", ""1"", ""2"", ""1"", ""2"", ""1""]","[""European"", ""Beginner Cook"", ""< 4 Hours"", ""Easy"", ""Inexpensive""]",[],Spaghetti,679.6,11.1,1.6,0.0,767.8,117.8,10.6,20.3,20.1,"[""Heat olive oil in a small sauce pot. Add garlic and saut\u00e9 for one minute (do not brown). Add bell peppers and saut\u00e9 until al dente. Add olives and capers and stir. Add red wine and bring to a boil."", ""Add remaining ingredients except basil. Bring to a boil, reduce to low heat and simmer for approximately 30 minutes. Add basil to sauce and stir well. Remove Siena sauce from heat. Serve over your favorite pasta. Garnish with chopped basil, if desired.""]"
64824,Mocha Bundt Cake,45,10,55,"[""instant chocolate pudding mix"", ""eggs"", ""vodka"", ""Kahlua"", ""water"", ""Kahlua"", ""powdered sugar""]","[""1"", ""1"", ""4"", ""1"", ""2/3"", ""1/3"", ""1/4"", ""1/4"", ""1/4""]","[""Sweet"", ""< 60 Mins"", ""Oven"", ""Beginner Cook"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/64/82/4/picMVSSpw.jpg""]",Dessert,5812.9,297.5,43.9,846.0,5292.6,585.5,8.5,423.6,51.3,"[""Grease and flour Bundt pan, shaking out excess flour."", ""Combine all cake ingredients in a large mixing bowl, and mix thoroughly."", ""Pour into prepared pan."", ""Bake at 350\u00baF."", ""for 45-55 minutes, or until tests clean."", ""Let cool 5 minutes in pan, then invert onto cooling rack."", ""Place cookie sheet under rack, to catch glaze drippings."", ""FOR GLAZE: Blend the glaze in a small bowl until sugar is dissolved and smooth."", ""Drizzle slowly and evenly over warm cake."", ""Use all glaze until it is completely soaked into cake."", ""This cake freezes very well!""]"
230433,Vanilla Sin Latte,,2,2,"[""milk""]","[""1"", ""1"", ""1/3"", ""2/3""]","[""Breakfast"", ""< 15 Mins"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/04/33/picA8VR3Y.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/04/33/picwwpn3H.jpg""]",Beverages,105.8,6.1,3.8,22.8,90.9,7.6,0.0,0.0,5.4,"[""Combine coffee with syrups."", ""Top with hot milk & enjoy!""]"
531741,Chicken Cacciatore,95,,95,"[""flour"", ""chicken"", ""olive oil"", ""cremini mushrooms"", ""onion"", ""red bell pepper"", ""garlic cloves"", ""dry red wine"", ""low sodium chicken broth"", ""diced tomatoes with juice"", ""dried oregano"", ""dried thyme leaves"", ""fresh thyme"", ""fresh basil"", ""polenta""]","[""1/4"", ""3"", ""10"", ""1"", ""1"", ""3"", ""1/2"", ""1/2"", ""1"", ""4"", ""2"", ""1/3""]","[""Chicken"", ""Poultry"", ""Meat"", ""Low Protein"", ""Low Cholesterol"", ""< 4 Hours"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/33186/IGOEVaL6QKGXBbcXfa3Q_CCKEL112L_1009.jpg""]",Stew,228.0,10.9,1.6,0.0,302.1,24.7,4.5,9.2,5.8,"[""In a shallow dish, combine the flour with 1 teaspoon salt and 1 teaspoon pepper. Sprinkle the chicken pieces with 1 teaspoon each salt and pepper. Working in batches, dredge the chicken pieces in the flour mixture, turn to coat and shake off the excess flour."", ""Heat the oil in a large heavy-bottomed saute pan or Dutch-oven over medium heat. Start browning the chicken in the pan a few pieces at a time to avoid overcrowding. Cook the chicken 5 minutes on each side. Remove and transfer the chicken to a plate."", ""In the same pan, add the mushroom, onion, red bell pepper, and garlic and saute just until tender. Add the wine and simmer until reduced by half. Add the broth, tomatoes, and oregano. Return the chicken pieces to the pan and turn them to coat in the sauce. Add the thyme to the sauce and bring the mixture to a simmer. Reduce the heat to medium-low, and cover. Continue simmering the mixture for 40 minutes, or until tender."", ""Serve the chicken cacciatore with crusty Italian bread, over pasta, or over polenta and garnish with fresh basil."", ""Cook's Note:"", ""There are many variations of this dish based on the regions of Italy. In Southern Italy they use red wine and in Northern Italy they use white. Try both to determine your preference."", ""Cacciatore Variation:"", ""Substitute veal for the chicken pieces and replace the red wine with white wine.""]"
